0.006,0.614
0.008,0.578
0.014,0.524
0.021,0.492
0.026,0.473
0.032,0.46
0.037,0.453
0.042,0.453
0.046,0.453
0.049,0.453
0.053,0.453
0.056,0.453
0.059,0.453
0.064,0.453
0.071,0.453
0.082,0.453
0.098,0.454
0.123,0.455
0.151,0.456
0.177,0.457
0.209,0.458
0.241,0.46
0.26,0.462
0.273,0.463
0.283,0.464
0.293,0.464
0.303,0.465
0.314,0.466
0.326,0.467
0.345,0.469
0.372,0.472
0.38,0.473
0.387,0.473
0.394,0.474
0.401,0.475
0.41,0.476
0.421,0.477
0.437,0.479
0.45,0.481
0.456,0.482
0.462,0.482
0.468,0.483
0.474,0.484
0.48,0.485
0.49,0.486
0.501,0.488
0.507,0.489
0.509,0.489
0.51,0.489
0.511,0.489
0.512,0.489
0.511,0.489
0.511,0.489
0.509,0.489
0.508,0.489
0.507,0.489
0.506,0.489
0.505,0.488
0.504,0.488
0.503,0.488
0.501,0.488
0.5,0.488
0.499,0.487
0.498,0.487
0.497,0.487
0.496,0.487
0.495,0.487
0.493,0.487
0.491,0.486
0.49,0.486
0.489,0.486
0.488,0.486
0.486,0.486
0.484,0.485
0.481,0.485
0.48,0.485
0.479,0.485
0.478,0.484
0.476,0.484
0.473,0.484
0.472,0.484
0.471,0.484
0.47,0.483
0.468,0.483
0.466,0.483
0.464,0.483
0.462,0.482
0.461,0.482
0.458,0.482
0.455,0.481
0.453,0.481
0.451,0.481
0.449,0.481
0.446,0.48
0.445,0.48
0.443,0.48
0.44,0.48
0.438,0.479
0.436,0.479
0.434,0.479
0.431,0.478
0.429,0.478
0.427,0.478
0.424,0.477
0.421,0.477
0.418,0.477
0.415,0.476
0.412,0.476
0.409,0.476
0.406,0.475
0.403,0.475
0.4,0.475
0.397,0.474
0.393,0.474
0.39,0.474
0.387,0.473
0.384,0.473
0.381,0.473
0.378,0.472
0.375,0.472
0.372,0.472
0.37,0.471
0.367,0.471
0.364,0.471
0.361,0.47
0.358,0.47
0.355,0.47
0.353,0.47
0.35,0.469
0.347,0.469
0.345,0.469
0.342,0.469
0.339,0.468
0.337,0.468
0.334,0.468
0.331,0.468
0.329,0.467
0.326,0.467
0.324,0.467
0.321,0.467
0.319,0.466
0.316,0.466
0.314,0.466
0.311,0.466
0.309,0.466
0.306,0.465
0.304,0.465
0.302,0.465
0.299,0.465
0.297,0.465
0.295,0.464
0.292,0.464
0.29,0.464
0.288,0.464
0.285,0.464
0.283,0.464
0.281,0.463
0.279,0.463
0.276,0.463
0.274,0.463
0.272,0.463
0.27,0.462
0.268,0.462
0.265,0.462
0.263,0.462
0.261,0.462
0.259,0.462
0.257,0.462
0.255,0.461
0.253,0.461
0.251,0.461
0.249,0.461
0.247,0.461
0.244,0.461
0.242,0.461
0.24,0.46
0.238,0.46
0.236,0.46
0.234,0.46
0.232,0.46
0.23,0.46
0.228,0.46
0.226,0.46
0.224,0.459
0.223,0.459
0.221,0.459
0.219,0.459
0.217,0.459
0.215,0.459
0.213,0.459
0.211,0.459
0.209,0.458
0.207,0.458
0.205,0.458
0.204,0.458
0.202,0.458
0.2,0.458
0.198,0.458
0.196,0.458
0.194,0.458
0.193,0.458
0.191,0.457
0.189,0.457
0.187,0.457
0.185,0.457
0.184,0.457
0.182,0.457
0.18,0.457
0.178,0.457
0.177,0.457
0.175,0.457
0.173,0.457
0.171,0.457
0.17,0.456
0.168,0.456
0.166,0.456
0.164,0.456
0.163,0.456
0.161,0.456
0.159,0.456
0.158,0.456
0.156,0.456
0.154,0.456
0.153,0.456
0.151,0.456
0.149,0.456
0.148,0.455
0.146,0.455
0.144,0.455
0.143,0.455
0.141,0.455
0.139,0.455
0.138,0.455
0.136,0.455
0.135,0.455
0.133,0.455
0.131,0.455
0.13,0.455
0.128,0.455
0.126,0.455
0.125,0.455
0.123,0.455
0.122,0.455
0.12,0.454
0.118,0.454
0.117,0.454
0.115,0.454
0.114,0.454
0.112,0.454
0.111,0.454
0.109,0.454
0.108,0.454
0.106,0.454
0.104,0.454
0.103,0.454
0.101,0.454
0.1,0.454
0.098,0.454
0.097,0.454
0.095,0.454
0.094,0.454
0.092,0.454
0.091,0.454
0.089,0.454
0.088,0.454
0.086,0.454
0.085,0.453
0.083,0.453
0.082,0.453
0.08,0.453
0.079,0.453
0.077,0.453
0.076,0.453
0.074,0.453
0.073,0.453
0.071,0.453
0.07,0.453
0.068,0.453
0.067,0.453
0.065,0.453
0.064,0.453
0.062,0.453
0.061,0.453
0.059,0.453
0.058,0.453
0.056,0.453
0.055,0.453
0.054,0.453
0.052,0.453
0.051,0.453
0.049,0.453
0.048,0.453
0.047,0.453
0.045,0.453
0.044,0.453
0.042,0.453
0.041,0.453
0.039,0.453
0.038,0.453
0.037,0.456
0.035,0.458
0.034,0.461
0.033,0.464
0.031,0.467
0.03,0.47
0.029,0.473
0.027,0.477
0.026,0.48
0.025,0.485
0.023,0.489
0.022,0.494
0.021,0.498
0.02,0.504
0.018,0.509
0.017,0.515
0.017,0.519
0.016,0.524
0.015,0.529
0.014,0.534
0.013,0.539
0.012,0.546
0.012,0.552
0.011,0.555
0.011,0.554
0.012,0.551
0.012,0.547
0.013,0.543
0.013,0.538
0.014,0.533
0.015,0.53
0.015,0.525
0.016,0.519
0.017,0.513
0.019,0.507
0.02,0.502
0.021,0.497
0.022,0.493
0.024,0.488
0.025,0.485
0.026,0.481
0.027,0.478
0.028,0.475
0.029,0.473
0.029,0.473
